pop_year,Year,Population_Code,DateOfCollection,Julian,DayNo,Sample_ID,Population,Family,Replicate,Region,Latitude,Longitude,Elev_m,SeedArea,SeedWidth_mm,Seed_length_mm,SeedShapeIndex,Dispersal_length_mm,Dispersal_and_seed_mm,Weight_Tot,Weight_S,Weight_D,DD5_TOT
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-1,WNY-CB,1,4,Alvar,44.10041667,-76.08219444,118,0.982,0.672,1.955,2.90922619,26.965,28.92,0.0045,0.0014,0.0031,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-1,WNY-CB,1,5,Alvar,44.10041667,-76.08219444,118,1.697,0.756,2.645,3.498677249,45.57,48.215,0.0045,0.0014,0.0031,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-2,WNY-CB,2,3,Alvar,44.10041667,-76.08219444,118,1.499,0.885,2.508,2.833898305,47.078,49.586,0.0067,0.0032,0.0035,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-2,WNY-CB,2,4,Alvar,44.10041667,-76.08219444,118,1.519,0.888,2.374,2.673423423,53.059,55.433,0.0067,0.0032,0.0035,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-5,WNY-CB,5,2,Alvar,44.10041667,-76.08219444,118,1.25,0.521,2.421,4.646833013,34.037,36.458,0.0035,0.0013,0.0022,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-5,WNY-CB,5,3,Alvar,44.10041667,-76.08219444,118,0.631,0.365,2.468,6.761643836,27.031,29.499,0.0035,0.0013,0.0022,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-5,WNY-CB,5,4,Alvar,44.10041667,-76.08219444,118,1.303,0.544,2.284,4.198529412,30.131,32.415,0.0035,0.0013,0.0022,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-5,WNY-CB,5,5,Alvar,44.10041667,-76.08219444,118,2.102,1.011,2.674,2.644906034,46.548,49.222,0.0035,0.0013,0.0022,2251
2002_WNY-CB3,2002,WNY-CB3,5/24/02,2452419,143,WNY-CB3-5,WNY-CB,5,1,Alvar,44.10041667,-76.08219444,118,1.163,0.586,2.703,4.612627986,32.712,35.415,0.0035,0.0013,0.0022,2251
2002_WNY-CB2,2002,WNY-CB2,5/24/02,2452419,143,WNY-CB2-3,WNY-CB,3,1,Alvar,44.096,-76.08219444,116,2.652,0.986,2.839,2.879310345,49.055,51.894,0.0075,0.0043,0.0032,2250
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-9-3,WNY-CB,9,3,Alvar,44.097639,-76.082861,93,2.142,1.129,2.707,2.398,43.117,45.824,0.0059,0.0035,0.0024,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-9-4,WNY-CB,9,4,Alvar,44.097639,-76.082861,93,2.21,1.234,2.62,2.123,36.673,39.293,0.0059,0.0035,0.0024,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-9-1,WNY-CB,9,1,Alvar,44.097639,-76.082861,93,2.329,1.134,2.756,2.43,41.365,44.121,0.0059,0.0035,0.0024,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-9-2,WNY-CB,9,2,Alvar,44.097639,-76.082861,93,1.826,1.044,2.425,2.323,44.647,47.072,0.0059,0.0035,0.0024,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-6-1,WNY-CB,6,1,Alvar,44.097639,-76.082861,93,1.676,0.943,2.427,2.574,34.484,36.911,0.0043,0.0026,0.0017,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-6-2,WNY-CB,6,2,Alvar,44.097639,-76.082861,93,1.957,1.136,2.566,2.259,35.863,38.429,0.0043,0.0026,0.0017,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-6-3,WNY-CB,6,3,Alvar,44.097639,-76.082861,93,1.752,1.021,2.547,2.495,31.946,34.493,0.0043,0.0026,0.0017,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-6-4,WNY-CB,6,4,Alvar,44.097639,-76.082861,93,2.013,1.143,2.511,2.197,38.896,2.511,0.0043,0.0026,0.0017,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-6-5,WNY-CB,6,5,Alvar,44.097639,-76.082861,93,1.733,1.034,2.464,2.383,33.435,35.899,0.0043,0.0026,0.0017,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-26-1,WNY-CB,26,1,Alvar,44.097639,-76.082861,93,1.446,0.804,2.452,3.05,33.868,36.32,0.0028,0.001,0.0018,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-26-2,WNY-CB,26,2,Alvar,44.097639,-76.082861,93,1.569,0.855,2.53,2.959,36.035,38.565,0.0028,0.001,0.0018,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-26-3,WNY-CB,26,3,Alvar,44.097639,-76.082861,93,1.654,0.845,2.698,3.193,34.006,36.704,0.0028,0.001,0.0018,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-26-4,WNY-CB,26,4,Alvar,44.097639,-76.082861,93,1.282,0.756,2.449,3.239,34.189,36.638,0.0028,0.001,0.0018,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-26-5,WNY-CB,26,5,Alvar,44.097639,-76.082861,93,1.405,0.702,2.478,3.53,36.716,39.194,0.0028,0.001,0.0018,2501
2015_WNY-CB,2015,WNY-CB,7/5/15,2457209,185,WNY-CB-9-5,WNY-CB,9,5,Alvar,44.097639,-76.082861,93,2.42,1.179,2.86,2.426,42.328,45.188,0.0059,0.0035,0.0024,2501
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-3,WNY-CB,3,5,Alvar,44.09763889,-76.08286111,116,1.947,0.851,3.426,4.025851939,48.703,52.129,0.0046,0.0023,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-2,WNY-CB,2,1,Alvar,44.09763889,-76.08286111,116,1.024,0.528,2.598,4.920454545,29.77,32.368,0.0043,0.002,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-4,WNY-CB,4,5,Alvar,44.09763889,-76.08286111,116,2.382,0.944,2.58,2.733050847,58.165,60.745,0.0073,0.0036,0.0037,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-5,WNY-CB,5,1,Alvar,44.09763889,-76.08286111,116,1.27,0.708,2.451,3.461864407,45.421,47.872,0.0061,0.0032,0.0029,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-5,WNY-CB,5,2,Alvar,44.09763889,-76.08286111,116,1.77,0.836,2.587,3.094497608,42.891,45.478,0.0061,0.0032,0.0029,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-5,WNY-CB,5,3,Alvar,44.09763889,-76.08286111,116,1.753,0.959,2.8,2.919708029,40.818,43.618,0.0061,0.0032,0.0029,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-5,WNY-CB,5,4,Alvar,44.09763889,-76.08286111,116,1.759,0.915,2.726,2.979234973,42.73,45.456,0.0061,0.0032,0.0029,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-5,WNY-CB,5,5,Alvar,44.09763889,-76.08286111,116,1.635,0.864,2.401,2.778935185,41.045,43.446,0.0061,0.0032,0.0029,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-3,WNY-CB,3,1,Alvar,44.09763889,-76.08286111,116,1.205,0.814,2.401,2.94963145,26.668,29.069,0.0046,0.0023,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-3,WNY-CB,3,2,Alvar,44.09763889,-76.08286111,116,1.193,0.816,2.684,3.289215686,30.766,33.45,0.0046,0.0023,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-3,WNY-CB,3,3,Alvar,44.09763889,-76.08286111,116,2.22,1.174,3.332,2.838160136,52.911,56.243,0.0046,0.0023,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-3,WNY-CB,3,4,Alvar,44.09763889,-76.08286111,116,2.307,0.997,3.943,3.954864594,55.263,59.206,0.0046,0.0023,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-4,WNY-CB,4,1,Alvar,44.09763889,-76.08286111,116,2.368,1.116,2.69,2.410394265,59.454,62.144,0.0073,0.0036,0.0037,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-4,WNY-CB,4,2,Alvar,44.09763889,-76.08286111,116,1.88,0.85,2.463,2.897647059,65.266,67.729,0.0073,0.0036,0.0037,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-2,WNY-CB,2,2,Alvar,44.09763889,-76.08286111,116,1.524,0.994,2.667,2.683098592,48.612,51.279,0.0043,0.002,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-2,WNY-CB,2,3,Alvar,44.09763889,-76.08286111,116,2.168,1.04,2.677,2.574038462,61.13,63.807,0.0043,0.002,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-2,WNY-CB,2,4,Alvar,44.09763889,-76.08286111,116,1.215,0.711,2.333,3.281293952,39.202,41.535,0.0043,0.002,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-2,WNY-CB,2,5,Alvar,44.09763889,-76.08286111,116,1.981,1.15,2.408,2.093913043,67.521,69.929,0.0043,0.002,0.0023,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-1,WNY-CB,1,1,Alvar,44.09763889,-76.08286111,116,1.158,0.551,2.641,4.793103448,30.862,33.503,0.0036,8.00E-04,0.0028,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-1,WNY-CB,1,2,Alvar,44.09763889,-76.08286111,116,0.847,0.643,2.13,3.312597201,35.551,37.681,0.0036,8.00E-04,0.0028,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-1,WNY-CB,1,3,Alvar,44.09763889,-76.08286111,116,0.966,0.707,2.509,3.548797737,37.462,39.971,0.0036,8.00E-04,0.0028,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-1,WNY-CB,1,4,Alvar,44.09763889,-76.08286111,116,0.974,0.644,2.469,3.833850932,39.554,42.023,0.0036,8.00E-04,0.0028,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-1,WNY-CB,1,5,Alvar,44.09763889,-76.08286111,116,0.869,0.479,2.113,4.411273486,40.144,42.257,0.0036,8.00E-04,0.0028,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-4,WNY-CB,4,3,Alvar,44.09763889,-76.08286111,116,2.155,0.965,2.658,2.754404145,57.33,59.988,0.0073,0.0036,0.0037,2251
2002_WNY-CB1,2002,WNY-CB1,5/24/02,2452419,143,WNY-CB1-4,WNY-CB,4,4,Alvar,44.09763889,-76.08286111,116,1.564,1.083,2.57,2.373037858,56.858,59.428,0.0073,0.0036,0.0037,2251
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-2,NAP-AS,2,1,Alvar,44.26144444,-76.71061111,124,2.6,1.107,3.513,3.173441734,63.045,66.558,0.008,0.0039,0.0041,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-2,NAP-AS,2,4,Alvar,44.26144444,-76.71061111,124,2.077,0.939,3.038,3.235356763,60.401,63.439,0.008,0.0039,0.0041,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-2,NAP-AS,2,5,Alvar,44.26144444,-76.71061111,124,0.795,0.476,2.379,4.99789916,41.312,43.691,0.008,0.0039,0.0041,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-2,NAP-AS,2,2,Alvar,44.26144444,-76.71061111,124,2.929,1.196,3.892,3.254180602,70.949,74.841,0.008,0.0039,0.0041,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-2,NAP-AS,2,3,Alvar,44.26144444,-76.71061111,124,1.856,0.968,2.733,2.823347107,61.592,64.325,0.008,0.0039,0.0041,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-1,NAP-AS,1,1,Alvar,44.26144444,-76.71061111,124,1.874,0.733,2.967,4.047748977,41.434,44.401,0.0034,7.00E-04,0.0027,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-1,NAP-AS,1,2,Alvar,44.26144444,-76.71061111,124,1.982,0.592,3.122,5.273648649,39.289,42.411,0.0034,7.00E-04,0.0027,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-1,NAP-AS,1,3,Alvar,44.26144444,-76.71061111,124,0.865,0.439,2.236,5.093394077,33.606,35.842,0.0034,7.00E-04,0.0027,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-1,NAP-AS,1,4,Alvar,44.26144444,-76.71061111,124,1.371,0.576,1.977,3.432291667,24.728,26.705,0.0034,7.00E-04,0.0027,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-1,NAP-AS,1,5,Alvar,44.26144444,-76.71061111,124,0.828,0.599,2.304,3.846410684,37.972,40.276,0.0034,7.00E-04,0.0027,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-4,NAP-AS,4,1,Alvar,44.26144444,-76.71061111,124,1.848,0.794,2.917,3.673803526,46.662,49.579,0.0043,0.0018,0.0025,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-4,NAP-AS,4,2,Alvar,44.26144444,-76.71061111,124,1.844,0.79,2.794,3.536708861,29.455,32.249,0.0043,0.0018,0.0025,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-4,NAP-AS,4,3,Alvar,44.26144444,-76.71061111,124,1.415,0.683,2.711,3.969253294,47.459,50.17,0.0043,0.0018,0.0025,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-4,NAP-AS,4,4,Alvar,44.26144444,-76.71061111,124,1.869,0.898,3.156,3.514476615,46.358,49.514,0.0043,0.0018,0.0025,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-4,NAP-AS,4,5,Alvar,44.26144444,-76.71061111,124,1.415,0.92,2.111,2.294565217,44.13,46.241,0.0043,0.0018,0.0025,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-5,NAP-AS,5,1,Alvar,44.26144444,-76.71061111,124,0.886,0.371,2.208,5.95148248,34.367,36.575,0.0044,0.0014,0.003,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-5,NAP-AS,5,2,Alvar,44.26144444,-76.71061111,124,1.363,0.746,3.207,4.298927614,37.296,40.503,0.0044,0.0014,0.003,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-5,NAP-AS,5,3,Alvar,44.26144444,-76.71061111,124,1.11,0.593,3.092,5.214165261,29.925,33.017,0.0044,0.0014,0.003,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-3,NAP-AS,3,1,Alvar,44.26144444,-76.71061111,124,1.89,0.698,2.884,4.131805158,44.469,47.353,0.0058,0.0027,0.0031,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-3,NAP-AS,3,2,Alvar,44.26144444,-76.71061111,124,1.719,1.356,2.73,2.013274336,40.281,43.011,0.0058,0.0027,0.0031,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-3,NAP-AS,3,3,Alvar,44.26144444,-76.71061111,124,1.459,1.107,2.701,2.439927733,34.17,36.871,0.0058,0.0027,0.0031,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-3,NAP-AS,3,4,Alvar,44.26144444,-76.71061111,124,2.24,0.825,2.571,3.116363636,30.215,32.786,0.0058,0.0027,0.0031,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-3,NAP-AS,3,5,Alvar,44.26144444,-76.71061111,124,2.285,0.997,2.596,2.603811434,38.188,40.784,0.0058,0.0027,0.0031,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-5,NAP-AS,5,4,Alvar,44.26144444,-76.71061111,124,1.268,0.538,3.124,5.80669145,33.683,36.807,0.0044,0.0014,0.003,2247
2002_NAP-ASS3,2002,NAP-ASS3,6/1/02,2452427,151,NAP-ASS3-5,NAP-AS,5,5,Alvar,44.26144444,-76.71061111,124,3.028,1.172,3.497,2.983788396,59.993,63.49,0.0044,0.0014,0.003,2247
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-23-5,NAP-AS,23,5,Alvar,44.26533,-76.71188,126,1.518,0.885,2.524,2.852,21.214,23.738,0.0045,0.0022,0.0023,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-15-2,NAP-AS,15,2,Alvar,44.26533,-76.71188,126,1.826,1.076,2.463,2.289,37.279,39.742,0.0039,0.0027,0.0012,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-15-3,NAP-AS,15,3,Alvar,44.26533,-76.71188,126,1.755,0.94,2.524,2.685,36.356,38.88,0.0039,0.0027,0.0012,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-5-1,NAP-AS,5,1,Alvar,44.26533,-76.71188,126,2.095,0.984,3.086,3.136,38.997,42.083,0.005,0.0025,0.0025,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-5-2,NAP-AS,5,2,Alvar,44.26533,-76.71188,126,2.103,1.021,3.02,2.958,44.59,47.61,0.005,0.0025,0.0025,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-5-3,NAP-AS,5,3,Alvar,44.26533,-76.71188,126,2.043,0.995,3.089,3.105,36.169,39.258,0.005,0.0025,0.0025,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-5-4,NAP-AS,5,4,Alvar,44.26533,-76.71188,126,1.874,0.98,2.953,3.013,36.591,39.544,0.005,0.0025,0.0025,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-5-5,NAP-AS,5,5,Alvar,44.26533,-76.71188,126,1.976,1.024,3.049,2.978,39.118,42.167,0.005,0.0025,0.0025,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-23-1,NAP-AS,23,1,Alvar,44.26533,-76.71188,126,1.859,0.976,2.614,2.678,36.682,39.296,0.0045,0.0022,0.0023,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-23-2,NAP-AS,23,2,Alvar,44.26533,-76.71188,126,1.61,1.051,2.723,2.591,23.676,26.399,0.0045,0.0022,0.0023,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-23-3,NAP-AS,23,3,Alvar,44.26533,-76.71188,126,1.769,1.002,2.85,2.844,30.295,33.145,0.0045,0.0022,0.0023,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-23-4,NAP-AS,23,4,Alvar,44.26533,-76.71188,126,2.016,0.999,3.162,3.165,38.721,41.883,0.0045,0.0022,0.0023,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-15-1,NAP-AS,15,1,Alvar,44.26533,-76.71188,126,2.032,1.097,2.536,2.312,36.827,39.363,0.0039,0.0027,0.0012,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-15-4,NAP-AS,15,4,Alvar,44.26533,-76.71188,126,1.738,1.037,2.508,2.419,30.836,33.344,0.0039,0.0027,0.0012,2480
2015_NAP-ASS,2015,NAP-ASS,7/6/15,2457210,186,NAP-ASS-15-5,NAP-AS,15,5,Alvar,44.26533,-76.71188,126,1.712,1.054,2.495,2.367,33.286,35.781,0.0039,0.0027,0.0012,2480
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-1,NAP-AS,1,1,Alvar,44.26586111,-76.71244444,124,3.147,1.102,3.106,2.818511797,59.934,63.04,0.008,0.0041,0.0039,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-1,NAP-AS,1,2,Alvar,44.26586111,-76.71244444,124,2.585,1.145,2.562,2.237554585,62.826,65.388,0.008,0.0041,0.0039,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-1,NAP-AS,1,5,Alvar,44.26586111,-76.71244444,124,2.245,1.068,3.29,3.080524345,63.715,67.005,0.008,0.0041,0.0039,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-4,NAP-AS,4,1,Alvar,44.26586111,-76.71244444,124,1.895,1.022,2.331,2.280821918,43.346,45.677,0.0064,0.0031,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-4,NAP-AS,4,2,Alvar,44.26586111,-76.71244444,124,1.508,0.667,1.843,2.763118441,47.184,49.027,0.0064,0.0031,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-4,NAP-AS,4,3,Alvar,44.26586111,-76.71244444,124,1.706,1.166,1.816,1.557461407,46.553,48.369,0.0064,0.0031,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-4,NAP-AS,4,4,Alvar,44.26586111,-76.71244444,124,1.525,0.783,1.709,2.182630907,45.477,47.186,0.0064,0.0031,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-4,NAP-AS,4,5,Alvar,44.26586111,-76.71244444,124,1.804,0.876,1.858,2.121004566,42.772,44.63,0.0064,0.0031,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-5,NAP-AS,5,1,Alvar,44.26586111,-76.71244444,124,2.195,0.827,2.851,3.447400242,58.056,60.907,0.0059,0.0025,0.0034,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-5,NAP-AS,5,2,Alvar,44.26586111,-76.71244444,124,1.497,0.512,2.299,4.490234375,30.675,32.974,0.0059,0.0025,0.0034,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-5,NAP-AS,5,3,Alvar,44.26586111,-76.71244444,124,1.21,0.512,2.063,4.029296875,30.02,32.083,0.0059,0.0025,0.0034,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-5,NAP-AS,5,4,Alvar,44.26586111,-76.71244444,124,2.529,1.024,2.299,2.245117188,54.065,56.364,0.0059,0.0025,0.0034,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-5,NAP-AS,5,5,Alvar,44.26586111,-76.71244444,124,1.007,0.512,2.029,3.962890625,24.733,26.762,0.0059,0.0025,0.0034,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-1,NAP-AS,1,3,Alvar,44.26586111,-76.71244444,124,2.327,1.158,3.219,2.779792746,69.509,72.728,0.008,0.0041,0.0039,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-1,NAP-AS,1,4,Alvar,44.26586111,-76.71244444,124,2.401,1.057,2.897,2.740775781,60.686,63.583,0.008,0.0041,0.0039,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-2,NAP-AS,2,2,Alvar,44.26586111,-76.71244444,124,2.322,1.107,2.696,2.435411021,68.364,71.06,0.0049,0.0018,0.0031,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-2,NAP-AS,2,3,Alvar,44.26586111,-76.71244444,124,2.637,1.481,3.055,2.062795409,46.989,50.044,0.0049,0.0018,0.0031,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-2,NAP-AS,2,4,Alvar,44.26586111,-76.71244444,124,1.011,0.698,1.92,2.750716332,28.348,30.268,0.0049,0.0018,0.0031,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-2,NAP-AS,2,5,Alvar,44.26586111,-76.71244444,124,1.209,0.664,2.196,3.307228916,34.781,36.977,0.0049,0.0018,0.0031,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-3,NAP-AS,3,1,Alvar,44.26586111,-76.71244444,124,2.218,0.992,2.973,2.996975806,45.947,48.92,0.0042,9.00E-04,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-3,NAP-AS,3,2,Alvar,44.26586111,-76.71244444,124,1.19,0.501,2.444,4.878243513,37.953,40.397,0.0042,9.00E-04,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-3,NAP-AS,3,3,Alvar,44.26586111,-76.71244444,124,0.974,0.296,1.899,6.415540541,30.709,32.608,0.0042,9.00E-04,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-3,NAP-AS,3,4,Alvar,44.26586111,-76.71244444,124,0.699,0.367,1.682,4.583106267,31.444,33.126,0.0042,9.00E-04,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-3,NAP-AS,3,5,Alvar,44.26586111,-76.71244444,124,1.113,0.745,2.628,3.527516779,41.402,44.03,0.0042,9.00E-04,0.0033,2247
2002_NAP-ASS1,2002,NAP-ASS1,6/1/02,2452427,151,NAP-ASS1-2,NAP-AS,2,1,Alvar,44.26586111,-76.71244444,124,1.736,0.776,2.7,3.479381443,35.551,38.251,0.0049,0.0018,0.0031,2247
